Id,Year,Ndomains,Complexity,Rating,D_Wargames,D_Family Games,D_Strategy Games,D_Thematic Games,D_Abstract Games,D_Childrens Games,D_Party Games,D_Customizable Games
149951,2014,1,2.71,7.71,1,0,0,0,0,0,0,0
122842,2012,2,3.61,7.17,0,0,1,1,0,0,0,0
21133,2005,2,3.93,8.1,1,0,0,1,0,0,0,0
245487,2018,1,1.16,7.51,0,0,0,0,1,0,0,0
264198,2018,1,2.9,8.02,0,0,0,1,0,0,0,0
37387,2008,1,2.8,6.98,0,0,1,0,0,0,0,0
271088,2019,2,2.32,7.13,0,1,1,0,0,0,0,0
143185,2013,1,2.2,6.76,0,0,1,0,0,0,0,0
70,1999,2,2.22,6.87,0,1,1,0,0,0,0,0
211716,2017,1,4.13,7.54,0,0,0,1,0,0,0,0
208895,2017,1,1.43,6.75,0,1,0,0,0,0,0,0
8098,1997,1,1.14,6.5,0,0,0,0,0,0,1,0
223770,2017,2,1.67,7.1,0,1,0,0,0,0,1,0
254713,2019,1,2.83,7.37,0,0,1,0,0,0,0,0
730,1992,1,3.4,7.67,1,0,0,0,0,0,0,0
136280,2013,1,1.36,6.99,0,1,0,0,0,0,0,0
233262,2020,1,2.88,7.92,0,0,1,0,0,0,0,0
929,1995,1,1.29,6.56,0,0,0,0,0,0,1,0
35435,2008,2,2.36,7.0,0,1,1,0,0,0,0,0
244191,2019,1,2.02,7.25,0,0,1,0,0,0,0,0
244995,2018,1,1.07,6.78,0,1,0,0,0,0,0,0
494,1989,1,1.36,6.62,0,1,0,0,0,0,0,0
319966,2020,1,2.11,8.09,0,0,1,0,0,0,0,0
17223,2005,1,3.51,6.67,0,0,0,1,0,0,0,0
986,2000,1,2.4,6.67,0,0,1,0,0,0,0,0
175307,2015,1,1.05,7.22,0,1,0,0,0,0,0,0
157096,2014,1,3.1,6.91,0,0,1,0,0,0,0,0
2393,762,1,3.59,7.12,0,0,0,0,1,0,0,0
148729,2013,2,2.15,7.37,0,0,1,1,0,0,0,0
145189,2013,2,1.1,6.75,0,1,0,0,0,0,1,0
222542,2017,1,2.92,7.02,0,0,1,0,0,0,0,0
299047,2020,1,2.41,7.93,0,1,0,0,0,0,0,0
171726,2016,1,2.41,7.64,0,0,0,1,0,0,0,0
155255,2015,1,3.65,7.55,0,0,1,0,0,0,0,0
37907,2008,1,2.63,7.05,0,0,1,0,0,0,0,0
231484,2019,1,2.11,7.31,0,1,0,0,0,0,0,0
246200,2018,1,2.11,7.17,0,0,1,0,0,0,0,0
361,1973,1,1.94,6.63,0,1,0,0,0,0,0,0
230889,2017,2,3.03,8.36,0,0,1,0,0,0,0,1
172996,2015,1,2.57,7.16,0,0,1,0,0,0,0,0
71074,2010,1,2.69,7.03,0,0,1,0,0,0,0,0
237,1974,1,3.12,7.05,1,0,0,0,0,0,0,0
180592,2015,1,2.98,7.13,0,0,1,0,0,0,0,0
200853,2016,2,2.26,7.35,0,1,1,0,0,0,0,0
104955,2012,1,2.89,7.09,0,0,1,0,0,0,0,0
43868,2009,2,1.66,6.6,0,1,0,1,0,0,0,0
29223,2007,1,1.37,6.68,0,1,0,0,0,0,0,0
165948,2014,2,2.46,7.15,0,1,1,0,0,0,0,0
38545,2008,1,2.46,6.91,0,0,0,0,1,0,0,0
8129,2003,1,1.86,6.87,0,1,0,0,0,0,0,0
22348,2005,1,1.22,6.98,0,0,0,0,0,0,1,0
242722,2017,1,4.54,8.61,1,0,0,0,0,0,0,0
183231,2015,1,1.84,6.92,0,1,0,0,0,0,0,0
2251,1962,2,2.38,7.78,0,0,1,1,0,0,0,0
91984,2011,1,2.98,7.14,0,0,1,0,0,0,0,0
244916,2018,1,1.09,6.94,0,1,0,0,0,0,0,0
13308,2004,1,1.83,6.49,0,1,0,0,0,0,0,0
144529,2013,1,2.83,7.09,0,0,1,0,0,0,0,0
175293,2015,1,1.83,6.97,0,1,0,0,0,0,0,0
1662,1974,1,2.49,7.35,1,0,0,0,0,0,0,0
171011,2015,1,2.0,6.8,0,1,0,0,0,0,0,0
113636,2012,1,2.95,7.09,0,0,1,0,0,0,0,0
32125,2007,1,1.4,6.58,0,1,0,0,0,0,0,0
15511,2005,2,1.72,6.74,0,1,0,0,1,0,0,0
38765,2012,1,3.72,7.04,0,0,1,0,0,0,0,0
98,1981,1,3.04,6.56,1,0,0,0,0,0,0,0
290236,2021,1,1.65,7.81,0,1,0,0,0,0,0,0
2808,1974,1,2.87,7.3,1,0,0,0,0,0,0,0
1198,1988,2,1.68,6.48,0,1,0,0,1,0,0,0
38386,2008,1,2.79,6.74,0,0,1,0,0,0,0,0
37358,2010,1,2.75,6.98,0,0,1,0,0,0,0,0
146418,2013,2,2.77,7.11,1,0,0,0,0,0,0,1
255675,2018,0,2.71,7.45,0,0,0,0,0,0,0,0
1887,1995,1,3.29,7.15,0,0,0,0,0,0,0,1
123239,2012,1,1.13,6.92,0,0,0,0,0,0,1,0
142961,2013,2,2.73,7.28,0,0,1,1,0,0,0,0
272682,2019,1,2.95,7.56,0,0,1,0,0,0,0,0
169611,2015,1,1.26,7.11,0,1,0,0,0,0,0,0
38992,2008,1,2.78,6.88,0,0,1,0,0,0,0,0
223215,2017,1,1.38,7.06,0,1,0,0,0,0,0,0
270314,2019,2,1.14,7.33,0,1,0,0,1,0,0,0
35503,2009,1,1.74,6.79,0,1,0,0,0,0,0,0
129459,2013,1,3.4,7.45,0,0,0,1,0,0,0,0
46396,2009,2,2.0,7.13,0,1,0,0,1,0,0,0
4396,2002,2,1.68,6.65,0,1,1,0,0,0,0,0
258444,2018,1,1.87,7.07,0,1,0,0,0,0,0,0
198487,2016,0,2.5,7.48,0,0,0,0,0,0,0,0
157,1990,1,2.74,7.09,0,0,1,0,0,0,0,0
4636,2002,1,2.03,6.55,0,0,0,0,1,0,0,0
180852,2016,1,2.87,6.68,0,0,1,0,0,0,0,0
24742,2007,1,1.85,6.64,0,0,1,0,0,0,0,0
125752,2013,2,3.52,7.99,0,0,1,1,0,0,0,0
28089,2007,2,1.58,6.85,0,1,0,0,0,1,0,0
205610,2016,1,1.17,6.68,0,1,0,0,0,0,0,0
56931,2009,1,1.93,6.9,0,0,1,0,0,0,0,0
230305,2017,2,2.56,7.05,0,1,0,1,0,0,0,0
24310,2007,2,1.66,6.56,0,0,0,1,0,0,1,0
54137,2010,1,1.47,6.64,0,0,0,0,1,0,0,0
168998,2015,1,2.33,7.27,0,0,0,0,0,0,0,1
206940,2016,1,1.89,7.1,0,1,0,0,0,0,0,0
266164,2019,1,2.53,7.71,0,0,1,0,0,0,0,0
124172,2012,2,1.42,6.55,0,1,0,0,1,0,0,0
182189,2015,1,1.86,6.77,0,1,0,0,0,0,0,0
257614,2019,1,1.11,7.07,0,1,0,0,0,0,0,0
284777,2020,2,1.83,8.31,0,1,1,0,0,0,0,0
3931,2003,1,2.99,6.72,0,0,1,0,0,0,0,0
221769,2017,2,4.48,7.75,0,0,1,1,0,0,0,0
36522,2008,2,2.16,6.93,1,0,1,0,0,0,0,0
177478,2015,1,2.94,7.55,0,0,1,0,0,0,0,0
27627,2007,1,2.19,6.52,0,0,0,1,0,0,0,0
24703,2007,1,2.06,7.01,0,0,0,1,0,0,0,0
300327,2020,1,2.18,7.39,0,0,1,0,0,0,0,0
220792,2017,1,2.74,7.2,0,0,1,0,0,0,0,0
238393,2018,1,2.42,7.71,0,0,1,0,0,0,0,0
261594,2018,2,2.41,7.94,1,0,1,0,0,0,0,0
63759,2010,2,2.31,6.92,0,1,1,0,0,0,0,0
41010,2009,1,1.14,6.69,0,0,0,0,0,1,0,0
73,1996,2,2.09,7.01,0,1,1,0,0,0,0,0
235375,2018,2,1.36,6.94,0,1,0,0,1,0,0,0
5072,0,1,1.48,7.04,0,1,0,0,0,0,0,0
195528,2016,2,2.19,6.85,0,1,1,0,0,0,0,0
288169,2020,1,1.67,7.29,0,1,0,0,0,0,0,0
267813,2019,1,1.76,7.13,0,0,0,1,0,0,0,0
193728,2017,2,4.4,8.0,1,0,1,0,0,0,0,0
257527,2018,1,1.44,7.02,0,0,0,0,0,0,1,0
180771,2016,1,2.72,7.49,0,0,0,1,0,0,0,0
23679,2008,1,2.61,7.44,1,0,0,0,0,0,0,0
267127,2019,1,1.93,7.56,0,0,1,0,0,0,0,0
192945,2016,1,2.71,7.15,0,0,1,0,0,0,0,0
85005,2010,1,1.78,6.81,0,1,0,0,0,0,0,0
84,1982,1,3.43,7.55,1,0,0,0,0,0,0,0
225167,2018,2,2.55,7.92,0,0,0,1,0,0,1,0
163370,2014,2,1.92,7.17,0,1,1,0,0,0,0,0
1107,1997,1,1.92,6.8,0,0,1,0,0,0,0,0
57660,2006,1,1.24,7.31,0,0,0,0,0,0,1,0
240855,2019,1,2.4,7.4,0,0,1,0,0,0,0,0
174078,2015,1,1.83,6.85,0,1,0,0,0,0,0,0
168681,2016,1,2.21,6.89,0,1,0,0,0,0,0,0
12477,2004,1,2.62,6.68,0,0,0,1,0,0,0,0
66588,2010,2,1.11,6.93,0,1,0,0,0,0,1,0
37141,2008,1,1.31,7.49,0,0,0,0,0,0,1,0
187653,2016,1,3.02,7.15,0,0,1,0,0,0,0,0
223931,2017,1,2.15,7.95,0,0,0,1,0,0,0,0
174837,2017,1,2.89,7.61,0,0,1,0,0,0,0,0
134157,2016,1,3.03,6.88,0,0,1,0,0,0,0,0
42673,2011,1,2.79,7.71,1,0,0,0,0,0,0,0
157026,2014,1,2.17,7.55,0,0,1,0,0,0,0,0
21954,2006,1,3.27,6.91,0,0,1,0,0,0,0,0
442,1979,2,1.96,6.82,0,1,1,0,0,0,0,0
75358,2010,1,1.81,6.73,0,0,1,0,0,0,0,0
120,1990,1,1.87,6.52,0,1,0,0,0,0,0,0
8190,2003,1,2.72,6.79,0,0,1,0,0,0,0,0
232,1996,1,3.04,6.86,0,0,1,0,0,0,0,0
241831,2018,2,2.16,6.78,0,1,1,0,0,0,0,0
172737,2017,2,4.7,8.28,0,0,1,1,0,0,0,0
118174,2013,1,2.44,6.75,0,0,1,0,0,0,0,0
214396,2017,1,1.41,7.12,0,1,0,0,0,0,0,0
63543,2010,2,3.76,7.06,1,0,0,1,0,0,0,0
33154,2008,1,1.9,6.54,0,1,0,0,0,0,0,0
217398,2017,1,3.16,7.45,0,0,1,0,0,0,0,0
299960,2020,1,3.68,7.68,0,0,1,0,0,0,0,0
31105,2007,1,1.34,6.66,0,1,0,0,0,0,0,0
155969,2015,2,2.09,6.55,0,1,1,0,0,0,0,0
259298,2019,1,2.85,7.68,0,0,1,0,0,0,0,0
36811,2008,1,3.11,6.97,0,0,1,0,0,0,0,0
298047,2020,1,1.91,7.39,0,1,0,0,0,0,0,0
16267,2005,1,1.41,6.64,0,1,0,0,0,0,0,0
141736,2013,1,2.21,6.74,0,0,1,0,0,0,0,0
21551,2008,1,3.83,8.0,1,0,0,0,0,0,0,0
252446,2018,1,2.84,7.43,0,0,1,0,0,0,0,0
128442,2013,1,2.49,6.78,0,0,0,1,0,0,0,0
28259,2007,1,2.08,6.54,0,0,0,1,0,0,0,0
1032,1981,1,2.35,7.06,1,0,0,0,0,0,0,0
66510,2011,2,1.92,7.18,0,1,0,1,0,0,0,0
218293,2018,1,3.3,7.03,0,0,1,0,0,0,0,0
42124,2009,1,3.24,7.29,0,0,1,0,0,0,0,0
238546,2018,1,2.8,7.55,0,0,1,0,0,0,0,0
206915,2016,1,1.14,7.1,0,0,0,0,0,0,1,0
146816,2013,1,2.08,7.12,0,1,0,0,0,0,0,0
193737,2016,0,2.14,7.03,0,0,0,0,0,0,0,0
340,1999,1,1.53,6.61,0,1,0,0,0,0,0,0
179303,2015,1,2.12,6.73,0,0,1,0,0,0,0,0
144239,2013,1,2.98,6.86,0,0,1,0,0,0,0,0
118695,2012,1,1.21,6.94,0,1,0,0,0,0,0,0
123570,2012,2,1.05,6.82,0,1,0,0,0,0,1,0
128667,2012,1,1.77,6.68,0,1,0,0,0,0,0,0
65564,2010,1,2.83,7.87,1,0,0,0,0,0,0,0
9910,2005,2,1.71,6.97,1,0,0,1,0,0,0,0
111105,2012,1,2.49,7.01,0,0,0,1,0,0,0,0
17710,2005,2,3.06,6.73,1,0,0,1,0,0,0,0
19526,2005,1,2.73,6.63,0,0,1,0,0,0,0,0
41749,2009,1,2.86,7.44,0,0,1,0,0,0,0,0
67239,2010,1,2.68,6.81,0,0,1,0,0,0,0,0
903,2000,1,1.08,6.82,0,1,0,0,0,0,0,0
152765,2014,2,2.83,7.76,0,0,1,1,0,0,0,0
245931,2019,1,2.82,7.27,0,0,1,0,0,0,0,0
143404,2015,1,2.05,6.95,0,0,1,0,0,0,0,0
49,1998,1,1.37,6.47,0,1,0,0,0,0,0,0
198525,2016,1,1.44,6.74,0,1,0,0,0,0,0,0
272380,2019,1,1.95,7.68,0,0,0,0,1,0,0,0
54361,2010,1,2.46,7.5,0,0,0,1,0,0,0,0
210232,2017,1,3.49,8.27,0,0,0,1,0,0,0,0
169416,2015,2,3.1,7.47,0,0,0,1,0,0,0,1
12750,2004,1,4.1,7.96,0,0,1,0,0,0,0,0
34707,2008,1,1.94,6.78,0,1,0,0,0,0,0,0
32412,2007,1,1.65,6.79,0,1,0,0,0,0,0,0
246761,2018,1,1.09,7.19,0,1,0,0,0,0,0,0
181345,2015,2,1.07,6.62,0,1,0,0,0,1,0,0
38713,2008,1,1.12,7.46,0,0,0,0,0,0,1,0
39217,2011,1,3.3,7.63,1,0,0,0,0,0,0,0
187680,2017,2,2.2,7.03,0,1,1,0,0,0,0,0
217083,2017,1,2.88,7.6,0,0,0,0,1,0,0,0
22192,1990,1,2.2,7.32,0,0,0,1,0,0,0,0
216597,2017,1,2.3,7.21,0,0,1,0,0,0,0,0
85325,2011,1,2.03,6.7,0,1,0,0,0,0,0,0
620,1993,1,2.72,7.3,1,0,0,0,0,0,0,0
180199,2017,1,3.75,7.81,1,0,0,0,0,0,0,0
32666,2008,1,3.61,6.92,0,0,1,0,0,0,0,0
230383,2017,1,1.19,6.93,0,1,0,0,0,0,0,0
81640,2010,1,3.73,7.43,0,0,1,0,0,0,0,0
36648,2008,2,1.37,6.9,0,1,0,0,0,1,0,0
218804,2018,1,2.96,7.2,0,0,1,0,0,0,0,0
311193,2020,1,3.22,7.9,0,0,1,0,0,0,0,0
2961,1992,1,2.41,7.09,0,0,0,0,1,0,0,0
86246,2011,1,3.06,6.91,0,0,1,0,0,0,0,0
25224,2006,1,3.18,6.91,0,0,1,0,0,0,0,0
306481,2020,1,4.01,7.83,0,0,1,0,0,0,0,0
75476,2010,1,3.14,7.03,0,0,1,0,0,0,0,0
144826,2014,1,2.23,6.87,0,0,0,1,0,0,0,0
6901,1848,1,1.69,6.8,0,1,0,0,0,0,0,0
176558,2015,1,1.5,6.57,0,0,0,0,0,0,1,0
120217,2012,1,2.45,6.7,0,0,0,1,0,0,0,0
1219,1986,1,1.37,6.41,0,1,0,0,0,0,0,0
71906,2010,1,3.0,6.98,0,0,0,1,0,0,0,0
67254,2010,2,3.71,7.79,1,0,0,1,0,0,0,0
123096,2012,1,2.74,6.59,0,0,0,1,0,0,0,0
92190,2011,1,2.75,6.8,0,0,1,0,0,0,0,0
398,1994,1,1.29,6.64,0,1,0,0,0,0,0,0
202977,2017,1,2.49,7.08,0,0,1,0,0,0,0,0
249,1993,2,1.79,6.58,0,1,1,0,0,0,0,0
231696,2017,1,1.76,6.88,0,1,0,0,0,0,0,0
187273,2017,1,2.15,7.08,0,0,0,1,0,0,0,0
91620,2011,1,2.26,6.83,0,1,0,0,0,0,0,0
172933,2015,1,1.42,6.72,0,1,0,0,0,0,0,0
127997,2012,2,2.03,6.82,0,1,0,0,1,0,0,0
153064,2014,1,1.25,6.64,0,0,0,0,0,0,1,0
283294,2019,1,2.75,7.5,0,0,1,0,0,0,0,0
204574,2016,1,2.47,6.83,0,0,1,0,0,0,0,0
152242,2014,1,1.5,7.13,0,0,0,0,0,0,1,0
113289,2010,1,1.15,6.69,0,0,0,0,0,0,1,0
227224,2020,1,2.82,8.03,0,0,1,0,0,0,0,0
41863,2009,1,3.17,6.93,1,0,0,0,0,0,0,0
122240,2012,1,2.61,7.62,0,0,0,1,0,0,0,0
206084,2016,2,1.91,7.27,0,1,1,0,0,0,0,0
1117,1985,1,1.62,6.58,0,1,0,0,0,0,0,0
526,1987,1,2.19,6.46,0,0,0,0,1,0,0,0
40760,2009,2,1.91,6.64,0,1,1,0,0,0,0,0
811,1977,1,1.75,6.38,0,1,0,0,0,0,0,0
210274,2018,1,3.08,7.0,0,0,1,0,0,0,0,0
184824,2017,2,2.56,8.16,1,0,0,1,0,0,0,0
253684,2018,1,1.81,7.15,0,1,0,0,0,0,0,0
230791,2019,2,3.48,8.24,1,0,0,1,0,0,0,0
272427,2019,1,3.41,7.39,0,0,1,0,0,0,0,0
232595,2019,1,2.21,7.49,0,0,1,0,0,0,0,0
214032,2018,1,4.11,6.73,0,0,1,0,0,0,0,0
253618,2018,2,1.18,6.92,0,1,0,0,0,0,1,0
1234,1993,2,1.38,6.42,0,0,0,1,0,0,1,0
155695,2014,1,1.1,6.45,0,1,0,0,0,0,0,0
145588,2013,2,2.49,7.11,0,1,1,0,0,0,0,0
31552,2007,2,2.01,7.26,1,0,0,1,0,0,0,0
281466,2020,1,3.26,8.21,0,0,1,0,0,0,0,0
249746,2019,2,2.34,7.67,0,0,1,1,0,0,0,0
89910,2014,1,1.95,6.91,0,0,0,1,0,0,0,0
46255,2009,1,2.21,6.66,0,0,1,0,0,0,0,0
168788,2015,1,2.3,6.97,0,0,0,1,0,0,0,0
136955,2016,1,3.0,7.92,1,0,0,0,0,0,0,0
40393,2009,2,1.39,6.58,0,1,0,0,1,0,0,0
13551,2004,1,2.51,6.65,0,0,1,0,0,0,0,0
235014,2020,1,2.25,7.59,0,0,1,0,0,0,0,0
207207,2016,1,1.62,7.13,0,0,0,0,1,0,0,0
7858,2003,1,3.69,8.03,1,0,0,0,0,0,0,0
177354,2015,2,2.71,8.18,1,0,0,1,0,0,0,0
137330,2013,1,1.09,6.84,0,1,0,0,0,0,0,0
68182,2010,1,2.17,6.72,0,1,0,0,0,0,0,0
109291,2013,1,2.91,7.54,1,0,0,0,0,0,0,0
153507,2014,1,1.51,6.81,0,1,0,0,0,0,0,0
180020,2015,2,1.03,6.76,0,1,0,0,0,0,1,0
16772,2005,1,1.94,6.63,0,0,0,1,0,0,0,0
162388,2015,1,3.19,7.93,0,0,1,0,0,0,0,0
6779,2003,1,1.92,6.97,0,1,0,0,0,0,0,0
472,1985,1,1.93,6.72,0,0,0,1,0,0,0,0
925,1986,1,1.4,6.53,0,0,0,0,0,0,1,0
140,1903,2,1.16,6.39,0,1,0,0,0,0,1,0
9441,2004,2,1.1,6.77,0,1,0,0,0,1,0,0
119391,2012,1,2.61,6.92,0,0,1,0,0,0,0,0
143401,2013,1,3.24,7.13,0,0,1,0,0,0,0,0
276042,2019,1,1.76,7.57,0,1,0,0,0,0,0,0
12589,2004,2,1.96,6.82,0,1,1,0,0,0,0,0
31759,2002,2,3.54,7.64,1,0,0,1,0,0,0,0
424,1992,1,4.18,7.43,0,0,1,0,0,0,0,0
169318,2015,2,2.53,7.04,0,1,1,0,0,0,0,0
269725,2019,1,1.71,6.8,0,1,0,0,0,0,0,0
189660,2017,2,2.61,7.32,0,0,1,1,0,0,0,0
1442,1977,1,2.37,7.21,1,0,0,0,0,0,0,0
253499,2019,1,2.57,7.48,0,0,1,0,0,0,0,0
31624,2007,1,2.89,6.8,0,0,1,0,0,0,0,0
112686,2012,2,1.57,6.52,0,0,0,1,0,0,1,0
316377,2020,2,2.1,8.29,0,1,1,0,0,0,0,0
198190,2016,1,3.45,7.36,0,0,1,0,0,0,0,0
71061,2010,1,2.16,6.63,0,0,0,1,0,0,0,0
62220,2011,1,3.31,6.77,0,0,1,0,0,0,0,0
114031,2012,1,2.7,6.74,0,0,1,0,0,0,0,0
173156,2015,1,1.32,7.05,0,1,0,0,0,0,0,0
85036,2010,1,2.97,6.85,0,0,1,0,0,0,0,0
181819,2019,2,2.86,7.83,0,0,1,0,0,0,0,1
248125,2020,1,2.73,7.87,0,0,1,0,0,0,0,0
195503,2016,1,3.17,7.29,0,0,1,0,0,0,0,0
2570,2001,2,2.14,6.86,0,1,1,0,0,0,0,0
12166,2001,1,3.58,7.56,0,0,1,0,0,0,0,0
15953,2005,2,1.96,7.13,1,0,0,1,0,0,0,0
34585,2008,1,1.64,6.42,0,1,0,0,0,0,0,0
192802,2016,2,2.71,7.39,1,0,1,0,0,0,0,0
98918,2016,1,4.36,7.15,0,0,0,1,0,0,0,0
118063,2012,1,2.1,6.54,0,0,0,1,0,0,0,0
223376,2018,2,2.9,8.25,1,0,0,1,0,0,0,0
150293,2013,2,3.41,7.19,0,0,1,1,0,0,0,0
65515,2010,1,2.08,6.51,0,1,0,0,0,0,0,0
128,1983,2,1.49,6.62,0,1,0,0,1,0,0,0
267271,2019,1,2.65,7.7,0,0,1,0,0,0,0,0
35761,2008,1,3.11,6.74,0,0,1,0,0,0,0,0
144553,2013,1,1.8,6.5,0,1,0,0,0,0,0,0
112092,2012,1,2.72,7.23,0,0,0,1,0,0,0,0
466,1988,1,2.16,6.59,0,1,0,0,0,0,0,0
204184,2015,2,2.71,7.47,1,1,0,0,0,0,0,0
285265,2019,1,2.33,7.32,0,1,0,0,0,0,0,0
166286,2015,1,1.69,6.8,0,0,0,1,0,0,0,0
272533,2020,1,3.0,7.89,0,0,1,0,0,0,0,0
148601,2014,2,2.93,7.25,1,0,1,0,0,0,0,0
300300,2020,1,2.4,8.05,0,0,0,1,0,0,0,0
592,1938,1,2.03,6.75,0,1,0,0,0,0,0,0
3720,1947,2,1.84,6.96,0,1,0,1,0,0,0,0
124052,2013,2,2.36,7.05,0,1,1,0,0,0,0,0
133632,2014,1,3.09,6.85,0,0,1,0,0,0,0,0
715,1973,1,2.24,6.66,0,0,0,1,0,0,0,0
104581,2011,1,1.66,7.0,0,0,0,0,0,0,1,0
73316,2010,1,2.95,6.99,0,0,1,0,0,0,0,0
98315,2011,2,1.74,6.8,0,1,0,1,0,0,0,0
58110,2009,1,2.37,6.97,0,0,1,0,0,0,0,0
216428,2017,2,1.67,7.22,0,1,0,0,1,0,0,0
66214,2010,2,2.27,6.88,0,1,1,0,0,0,0,0
9027,2004,1,2.32,6.71,0,0,1,0,0,0,0,0
282954,2020,2,2.73,7.42,0,1,1,0,0,0,0,0
128898,2012,1,3.22,7.07,0,0,1,0,0,0,0,0
118536,2013,1,2.55,6.9,0,0,0,1,0,0,0,0
193739,2016,1,2.47,6.87,0,0,1,0,0,0,0,0
117,1999,1,2.07,6.96,0,0,0,0,1,0,0,0
266083,2019,1,1.05,6.51,0,1,0,0,0,0,0,0
130,1994,1,2.94,6.99,0,0,1,0,0,0,0,0
223049,2017,1,1.6,6.85,0,1,0,0,0,0,0,0
40237,2009,1,1.75,6.72,0,1,0,0,0,0,0,0
12005,2004,1,1.81,6.57,0,1,0,0,0,0,0,0
66171,2010,1,1.38,6.53,0,1,0,0,0,0,0,0
65282,2009,1,2.17,6.87,0,0,1,0,0,0,0,0
172503,2015,1,3.0,7.22,0,0,0,0,0,0,0,1
40769,2009,1,2.28,6.8,0,1,0,0,0,0,0,0
191963,2016,1,1.81,7.22,0,0,1,0,0,0,0,0
238656,2018,1,2.03,7.22,0,0,1,0,0,0,0,0
205158,2016,1,1.32,6.62,0,0,0,0,0,0,1,0
88408,2011,1,2.64,6.5,0,0,1,0,0,0,0,0
215312,2017,1,1.53,7.02,0,1,0,0,0,0,0,0
281946,2019,1,2.74,7.95,0,0,0,1,0,0,0,0
191972,2016,1,3.06,7.23,0,0,1,0,0,0,0,0
8481,2005,1,2.92,7.17,1,0,0,0,0,0,0,0
71882,2010,1,2.23,6.89,0,0,0,1,0,0,0,0
259374,2018,1,1.07,7.2,0,0,0,0,0,0,1,0
276830,2019,1,2.45,7.16,0,0,1,0,0,0,0,0
181293,2017,1,2.91,6.68,0,0,1,0,0,0,0,0
206150,2017,1,2.38,7.86,1,0,0,0,0,0,0,0
273703,2020,1,3.28,8.2,0,0,0,1,0,0,0,0
163,1984,1,1.42,6.45,0,0,0,0,0,0,1,0
197572,2016,1,2.33,7.5,0,0,0,1,0,0,0,0
5781,2003,1,2.08,6.91,0,0,1,0,0,0,0,0
123219,2012,1,2.35,6.79,0,0,1,0,0,0,0,0
67877,2010,1,1.06,6.61,0,0,0,0,0,0,1,0
15954,2007,1,2.47,6.95,0,0,1,0,0,0,0,0
337,1998,1,1.23,6.63,0,1,0,0,0,0,0,0
54307,2009,2,1.99,6.81,0,1,1,0,0,0,0,0
158339,2014,1,1.28,6.62,0,1,0,0,0,0,0,0
27225,2006,1,1.33,6.36,0,1,0,0,0,0,0,0
222407,2017,1,4.12,7.74,0,0,1,0,0,0,0,0
218311,2017,2,1.61,6.72,0,0,0,1,0,0,1,0
254192,2019,1,1.68,7.35,0,0,0,1,0,0,0,0
99,1986,2,2.64,6.7,1,0,0,1,0,0,0,0
275913,2019,1,2.9,7.37,0,0,1,0,0,0,0,0
36399,2008,1,3.39,7.46,1,0,0,0,0,0,0,0
259081,2019,1,2.12,7.1,0,1,0,0,0,0,0,0
293889,2020,2,2.08,7.4,0,1,1,0,0,0,0,0
291794,2020,0,1.83,8.57,0,0,0,0,0,0,0,0
443,1985,2,2.32,6.73,0,1,0,0,1,0,0,0
248005,2018,1,2.31,7.31,0,0,1,0,0,0,0,0
244513,2018,2,1.0,7.26,0,1,0,0,0,1,0,0
218920,2017,1,2.33,6.99,0,0,1,0,0,0,0,0
67888,2010,2,1.94,6.79,0,1,1,0,0,0,0,0
12692,2005,1,1.63,6.34,0,0,0,1,0,0,0,0
225818,2017,2,2.16,6.98,0,1,1,0,0,0,0,0
242653,2019,1,3.73,7.79,0,0,1,0,0,0,0,0
250442,2018,2,1.52,6.79,0,1,1,0,0,0,0,0
216632,2017,2,2.42,7.2,0,1,1,0,0,0,0,0
154509,2014,2,2.63,6.72,0,0,1,1,0,0,0,0
210290,2017,1,2.27,7.65,0,0,0,1,0,0,0,0
1295,1977,1,2.11,6.64,0,0,0,0,1,0,0,0
227758,2017,1,1.48,6.82,0,1,0,0,0,0,0,0
209001,2018,1,3.33,7.29,0,0,1,0,0,0,0,0
144864,2013,1,2.32,7.45,0,0,1,0,0,0,0,0
15839,2005,1,3.2,7.4,1,0,0,0,0,0,0,0
3097,1998,1,4.31,8.29,0,0,1,0,0,0,0,0
280453,2019,1,2.09,7.28,0,0,1,0,0,0,0,0
216070,2017,1,3.21,7.16,0,0,0,1,0,0,0,0
25277,2009,1,2.64,7.41,1,0,0,0,0,0,0,0
3570,1997,1,1.13,6.58,0,0,0,0,0,1,0,0
175549,2015,1,2.04,7.05,0,0,0,0,0,0,1,0
157958,2014,1,1.99,7.08,0,0,0,1,0,0,0,0
43152,2009,1,3.01,6.85,0,0,1,0,0,0,0,0
102237,2011,2,1.76,6.68,0,0,1,1,0,0,0,0
125921,2011,2,1.52,6.64,0,1,0,0,0,1,0,0
195372,2016,1,1.08,7.37,0,0,0,0,0,0,1,0
2596,2001,1,1.16,6.44,0,1,0,0,0,0,0,0
154182,2014,1,2.88,6.77,0,0,1,0,0,0,0,0
29972,2007,1,2.91,6.77,0,0,1,0,0,0,0,0
28,1987,2,2.65,6.48,0,0,1,1,0,0,0,0
309630,2020,2,2.36,7.7,0,1,1,0,0,0,0,0
271319,2019,1,1.44,7.46,0,1,0,0,0,0,0,0
151247,2014,1,2.01,6.67,0,0,1,0,0,0,0,0
156496,2015,1,2.63,7.18,0,0,1,0,0,0,0,0
320,1948,1,2.09,6.28,0,1,0,0,0,0,0,0
38531,2008,2,1.69,6.72,0,1,1,0,0,0,0,0
